camera_id,battery_id,status,quantity_required,note,source_name,source_url,source_type,confidence,last_verified
canon_powershot_elph_200_is,canon_nb_11l,fully_compatible,1,Canon Japan NB-11L product specification FAQ lists this model as compatible with Battery Pack NB-11L.,Canon Japan NB-11L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67500/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_200_is,canon_nb_11lh,fully_compatible,1,Canon Japan NB-11LH product specification FAQ lists this model as compatible with Battery Pack NB-11LH.,Canon Japan NB-11LH product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/77952/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11lh-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_300_hs,canon_nb_4l,fully_compatible,1,Canon Japan NB-4L product specification FAQ lists this model as compatible with Battery Pack NB-4L.,Canon Japan NB-4L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/54063/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-4l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_300_hs,canon_nb_4l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-4L Compact Power Adapter CA-DC10 (when used with DC Coupler DR-10),Canon Camera Museum PowerShot ELPH 300 HS,https://global.canon/en/c-museum/product/dcc599.html,official_manual,high,2026-05-24
canon_powershot_elph_310_hs,canon_nb_4l,fully_compatible,1,Canon Japan NB-4L product specification FAQ lists this model as compatible with Battery Pack NB-4L.,Canon Japan NB-4L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/54063/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-4l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_310_hs,canon_nb_4l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-4L Compact Power Adapter CA-DC10 (included with AC Adapter Kit ACK-DC60),Canon Camera Museum PowerShot ELPH 310 HS,https://global.canon/en/c-museum/product/dcc608.html,official_manual,high,2026-05-24
canon_powershot_elph_320_hs,canon_nb_11l,fully_compatible,1,Canon Japan NB-11L product specification FAQ lists this model as compatible with Battery Pack NB-11L.,Canon Japan NB-11L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67500/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_320_hs,canon_nb_11l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-11L AC Adapter Kit ACK-DC90,Canon Camera Museum PowerShot ELPH 320 HS,https://global.canon/en/c-museum/product/dcc616.html,official_manual,high,2026-05-24
canon_powershot_elph_320_hs,canon_nb_11lh,fully_compatible,1,Canon Japan NB-11LH product specification FAQ lists this model as compatible with Battery Pack NB-11LH.,Canon Japan NB-11LH product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/77952/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11lh-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_330_hs,canon_nb_4l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-4L AC Adapter Kit ACK-DC60,Canon Camera Museum PowerShot ELPH 330 HS,https://global.canon/en/c-museum/product/dcc632.html,official_manual,high,2026-05-24
canon_powershot_elph_340_hs,canon_nb_11l,fully_compatible,1,Canon Japan NB-11L product specification FAQ lists this model as compatible with Battery Pack NB-11L.,Canon Japan NB-11L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67500/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_340_hs,canon_nb_11lh,fully_compatible,1,Canon Japan NB-11LH product specification FAQ lists this model as compatible with Battery Pack NB-11LH.,Canon Japan NB-11LH product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/77952/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11lh-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_350_hs,canon_nb_11l,fully_compatible,1,Canon Japan NB-11L product specification FAQ lists this model as compatible with Battery Pack NB-11L.,Canon Japan NB-11L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67500/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_350_hs,canon_nb_11lh,fully_compatible,1,Canon Japan NB-11LH product specification FAQ lists this model as compatible with Battery Pack NB-11LH.,Canon Japan NB-11LH product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/77952/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11lh-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_360_hs,canon_nb_11l,fully_compatible,1,Canon Japan NB-11L product specification FAQ lists this model as compatible with Battery Pack NB-11L.,Canon Japan NB-11L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67500/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_360_hs,canon_nb_11lh,fully_compatible,1,Canon Japan NB-11LH product specification FAQ lists this model as compatible with Battery Pack NB-11LH.,Canon Japan NB-11LH product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/77952/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-11lh-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_500_hs,canon_nb_6l,fully_compatible,1,Canon Japan NB-6L product specification FAQ lists this model as compatible with Battery Pack NB-6L.,Canon Japan NB-6L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/54124/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-6l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_500_hs,canon_nb_6l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-6L Compact Power Adapter CA-DC10 (when used with DC Coupler DR-40),Canon Camera Museum PowerShot ELPH 500 HS,https://global.canon/en/c-museum/product/dcc603.html,official_manual,high,2026-05-24
canon_powershot_elph_500_hs,canon_nb_6lh,fully_compatible,1,Canon Japan NB-6LH product specification FAQ lists this model as compatible with Battery Pack NB-6LH.,Canon Japan NB-6LH product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/75432/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-6lh-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_elph_510_hs,canon_nb_9l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-9L Compact Power Adapter CA-DC10 (included with AC Adapter Kit ACK-DC70),Canon Camera Museum PowerShot ELPH 510 HS,https://global.canon/en/c-museum/product/dcc609.html,official_manual,high,2026-05-24
canon_powershot_elph_520_hs,canon_nb_9l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-9L AC Adapter Kit ACK-DC70,Canon Camera Museum PowerShot ELPH 520 HS,https://global.canon/en/c-museum/product/dcc618.html,official_manual,high,2026-05-24
canon_powershot_elph_530_hs,canon_nb_9l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-9L AC Adapter Kit ACK-DC70,Canon Camera Museum PowerShot ELPH 530 HS,https://global.canon/en/c-museum/product/dcc617.html,official_manual,high,2026-05-24
canon_powershot_g1,canon_bp_511,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit) AC adapter (included in the camera kit) Car battery adapter (Optional Charge Adapter/ Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G1,https://global.canon/en/c-museum/product/dcc463.html,official_manual,high,2026-05-24
canon_powershot_g10,canon_nb_7l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-7L (Rechargeable lithium-ion battery) AC Adapter Kit ACK-DC50 (sold separately),Canon Camera Museum PowerShot G10,https://global.canon/en/c-museum/product/dcc565.html,official_manual,high,2026-05-24
canon_powershot_g11,canon_nb_7l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-7L (rechargeable lithium-ion battery) AC adapter kit ACK-DC50,Canon Camera Museum PowerShot G11,https://global.canon/en/c-museum/product/dcc581.html,official_manual,high,2026-05-24
canon_powershot_g12,canon_nb_7l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-7L AC Adapter Kit ACK-DC50,Canon Camera Museum PowerShot G12,https://global.canon/en/c-museum/product/dcc596.html,official_manual,high,2026-05-24
canon_powershot_g15,canon_nb_10l,fully_compatible,1,Canon Japan NB-10L product specification FAQ lists this model as compatible with Battery Pack NB-10L.,Canon Japan NB-10L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67499/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-10l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g15,canon_nb_10l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-10L AC Adapter Kit ACK-DC80,Canon Camera Museum PowerShot G15,https://global.canon/en/c-museum/product/dcc630.html,official_manual,high,2026-05-24
canon_powershot_g16,canon_nb_10l,fully_compatible,1,Canon Japan NB-10L product specification FAQ lists this model as compatible with Battery Pack NB-10L.,Canon Japan NB-10L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67499/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-10l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g1_x,canon_nb_10l,fully_compatible,1,Canon Japan NB-10L product specification FAQ lists this model as compatible with Battery Pack NB-10L.,Canon Japan NB-10L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67499/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-10l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g1_x,canon_nb_10l,fully_compatible,1,Canon Camera Museum power source: Battery Pack NB-10L AC Adapter Kit ACK-DC80,Canon Camera Museum PowerShot G1 X,https://global.canon/en/c-museum/product/dcc612.html,official_manual,high,2026-05-24
canon_powershot_g1_x_mark_ii,canon_nb_12l,fully_compatible,1,Canon Japan NB-12L product specification FAQ lists this model as compatible with Battery Pack NB-12L.,Canon Japan NB-12L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/78193/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-12l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g1_x_mark_iii,canon_nb_13l,fully_compatible,1,Canon Japan NB-13L product specification FAQ lists this model as compatible with Battery Pack NB-13L.,Canon Japan NB-13L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/81687/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-13l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g2,canon_bp_511,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/ optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) AC adapter (included in the camera kit) Car battery adapter (Optional Charge Adapter/ Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G2,https://global.canon/en/c-museum/product/dcc469.html,official_manual,high,2026-05-24
canon_powershot_g2,canon_bp_512,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/ optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) AC adapter (included in the camera kit) Car battery adapter (Optional Charge Adapter/ Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G2,https://global.canon/en/c-museum/product/dcc469.html,official_manual,high,2026-05-24
canon_powershot_g2_black,canon_bp_511,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/ optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) AC adapter (included in the camera kit) Car battery adapter (Optional Charge Adapter/ Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G2 Black,https://global.canon/en/c-museum/product/dcc474.html,official_manual,high,2026-05-24
canon_powershot_g2_black,canon_bp_512,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/ optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) AC adapter (included in the camera kit) Car battery adapter (Optional Charge Adapter/ Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G2 Black,https://global.canon/en/c-museum/product/dcc474.html,official_manual,high,2026-05-24
canon_powershot_g3,canon_bp_511,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) Compact Power Adapter (CA-560) (included in the camera kit) Car battery adapter (Optional Charge Adapter/Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G3,https://global.canon/en/c-museum/product/dcc481.html,official_manual,high,2026-05-24
canon_powershot_g3,canon_bp_512,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) Compact Power Adapter (CA-560) (included in the camera kit) Car battery adapter (Optional Charge Adapter/Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G3,https://global.canon/en/c-museum/product/dcc481.html,official_manual,high,2026-05-24
canon_powershot_g3_x,canon_nb_10l,fully_compatible,1,Canon Japan NB-10L product specification FAQ lists this model as compatible with Battery Pack NB-10L.,Canon Japan NB-10L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/67499/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-10l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g5,canon_bp_511,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) Compact Power Adapter (CA-560) (included in the camera kit) Car battery adapter (Optional Charge Adapter/Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G5,https://global.canon/en/c-museum/product/dcc488.html,official_manual,high,2026-05-24
canon_powershot_g5,canon_bp_512,fully_compatible,1,Canon Camera Museum power source: Rechargeable Lithium-ion battery (type: BP-511) (included in the camera kit/optional) Rechargeable Lithium-ion battery (type: BP-512) (optional) Compact Power Adapter (CA-560) (included in the camera kit) Car battery adapter (Optional Charge Adapter/Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G5,https://global.canon/en/c-museum/product/dcc488.html,official_manual,high,2026-05-24
canon_powershot_g5_x,canon_nb_13l,fully_compatible,1,Canon Japan NB-13L product specification FAQ lists this model as compatible with Battery Pack NB-13L.,Canon Japan NB-13L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/81687/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-13l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g5_x_mark_ii,canon_nb_13l,fully_compatible,1,Canon Japan NB-13L product specification FAQ lists this model as compatible with Battery Pack NB-13L.,Canon Japan NB-13L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/81687/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-13l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g6,canon_bp_511,fully_compatible,1,Canon Camera Museum power source: Rechargeable lithium-ion battery (type: BP-511A)(included in the camera kit/sold separately) Rechargeable lithium-ion battery (type: BP-511/512/514) (sold separately) Compact Power Adapter (CA-560) (sold separately) Car battery adapter (separately sold Charge Adapter/Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G6,https://global.canon/en/c-museum/product/dcc499.html,official_manual,high,2026-05-24
canon_powershot_g6,canon_bp_511a,fully_compatible,1,Canon Camera Museum power source: Rechargeable lithium-ion battery (type: BP-511A)(included in the camera kit/sold separately) Rechargeable lithium-ion battery (type: BP-511/512/514) (sold separately) Compact Power Adapter (CA-560) (sold separately) Car battery adapter (separately sold Charge Adapter/Car Battery Cable Kit CR-560 is required),Canon Camera Museum PowerShot G6,https://global.canon/en/c-museum/product/dcc499.html,official_manual,high,2026-05-24
canon_powershot_g7,canon_nb_2l,fully_compatible,1,Canon Camera Museum power source: Rechargeable Li-ion Battery NB-2LH/NB-2L (NB-2LH battery and charger supplied),Canon Camera Museum PowerShot G7,https://global.canon/en/c-museum/product/dcc533.html,official_manual,high,2026-05-24
canon_powershot_g7,canon_nb_2lh,fully_compatible,1,Canon Camera Museum power source: Rechargeable Li-ion Battery NB-2LH/NB-2L (NB-2LH battery and charger supplied),Canon Camera Museum PowerShot G7,https://global.canon/en/c-museum/product/dcc533.html,official_manual,high,2026-05-24
canon_powershot_g7_x,canon_nb_13l,fully_compatible,1,Canon Japan NB-13L product specification FAQ lists this model as compatible with Battery Pack NB-13L.,Canon Japan NB-13L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/81687/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-13l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g7_x_mark_ii,canon_nb_13l,fully_compatible,1,Canon Japan NB-13L product specification FAQ lists this model as compatible with Battery Pack NB-13L.,Canon Japan NB-13L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/81687/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-13l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g7_x_mark_iii,canon_nb_13l,fully_compatible,1,Canon Japan NB-13L product specification FAQ lists this model as compatible with Battery Pack NB-13L.,Canon Japan NB-13L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/81687/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-13l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g7_x_mark_iii,canon_nb_13l,fully_compatible,1,Canon USA support lists Battery Pack NB-13L and Battery Charger CB-2LH.,Canon USA PowerShot G7 X Mark III support,https://www.usa.canon.com/support/p/powershot-g7-x-mark-iii,official_manual,high,2026-05-24
canon_powershot_g7_x_mark_iii,canon_nb_15l,partially_compatible,1,Canon Japan NB-15L product specification FAQ lists this model as compatible with Battery Pack NB-15L.,Canon Japan NB-15L product specification FAQ,https://faq.canon.jp/app/answers/detail/a_id/105545/~/%E3%80%90%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%87%E3%82%B8%E3%82%BF%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9%E3%80%91%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC%E3%83%91%E3%83%83%E3%82%AF-nb-15l-%E8%A3%BD%E5%93%81%E4%BB%95%E6%A7%98,official_accessory_page,high,2026-05-24
canon_powershot_g9,canon_nb_2lh,fully_compatible,1,"Canon Camera Museum power source: ･ Battery Pack NB-2LH (Rechargeable lithiumion battery) ･ AC Adapter Kit ACK-DC20 (sold separately) Battery Capacity (Battery Pack NB-2LH Fully Charged) ･ LCD Monitor On : Approx. 240 images (Based on the CIPA standard) ･ LCD Monitor Off : Approx. 600 images ･ Playback Time : Approx. 7 hours Test Conditions ･ Shooting Normal temperature (23±2°C/73°F±3.6°F), normal relative humidity (50%±20%), alternating wide angle end and telephoto end shots at 30 second intervals with the flash fired once every two shots and the camera power turned off after every tenth shot. Power is left off for a sufficient amount of time, then the power is turned back on and the testing procedure is repeated. ･ Playback Normal temperature (23°C±2°C/73°F±3.6°F), normal relative humidity (50%±20%), continuous playback at 3 seconds per image.",Canon Camera Museum PowerShot G9,https://global.canon/en/c-museum/product/dcc548.html,official_manual,high,2026-05-24
